gender,age,id,became_member_on,income
M,44,9047,20180608,48000.0
,118,9048,20180104,
M,22,9049,20140322,54000.0
F,40,9050,20170801,86000.0
M,81,9051,20150804,67000.0
M,41,9052,20171215,54000.0
F,50,9053,20161025,81000.0
F,52,9054,20180201,58000.0
M,60,9055,20160323,91000.0
M,57,9056,20150807,91000.0
,118,9057,20171015,
F,75,9058,20151003,35000.0
M,38,9059,20170108,51000.0
F,33,9060,20171106,59000.0
M,38,9061,20180323,74000.0
M,52,9062,20180314,46000.0
M,27,9063,20180104,31000.0
M,86,9064,20150813,58000.0
,118,9065,20171208,
M,18,9066,20180325,48000.0
M,23,9067,20170828,35000.0
F,74,9068,20171002,83000.0
F,81,9069,20160505,103000.0
F,53,9070,20160806,85000.0
M,54,9071,20171102,35000.0
F,44,9072,20180725,98000.0
F,53,9073,20171017,98000.0
M,24,9074,20180102,44000.0
F,78,9075,20180312,68000.0
F,43,9076,20160922,75000.0
F,60,9077,20161001,61000.0
F,88,9078,20170305,90000.0
M,63,9079,20161207,44000.0
,118,9080,20160214,
M,30,9081,20171008,41000.0
M,35,9082,20140722,71000.0
F,64,9083,20160820,91000.0
F,63,9084,20170727,71000.0
,118,9085,20171010,
F,69,9086,20180318,105000.0
F,51,9087,20151129,78000.0
M,76,9088,20170801,54000.0
F,58,9089,20150721,71000.0
M,46,9090,20171216,86000.0
M,51,9091,20170716,73000.0
F,69,9092,20180110,101000.0
F,79,9093,20131217,50000.0
F,55,9094,20171219,115000.0
M,27,9095,20160322,43000.0
,118,9096,20180418,
O,67,9097,20170612,58000.0
,118,9098,20180521,
O,52,9099,20170902,40000.0
F,20,9100,20171209,50000.0
M,24,9101,20161010,39000.0
F,61,9102,20161014,102000.0
M,22,9103,20180615,68000.0
F,48,9104,20160908,96000.0
F,44,9105,20180506,62000.0
M,41,9106,20170916,38000.0
M,55,9107,20171009,73000.0
M,33,9108,20160805,53000.0
M,46,9109,20140505,72000.0
M,27,9110,20141016,49000.0
,118,9111,20170918,
F,63,9112,20151029,76000.0
M,33,9113,20140405,40000.0
F,42,9114,20160626,54000.0
F,89,9115,20151229,38000.0
,118,9116,20170325,
F,64,9117,20171223,75000.0
O,30,9118,20170915,48000.0
F,50,9119,20180510,57000.0
F,26,9120,20151030,69000.0
,118,9121,20170106,
F,67,9122,20151013,61000.0
M,25,9123,20171222,58000.0
M,69,9124,20150428,39000.0
F,74,9125,20180704,84000.0
F,34,9126,20161118,71000.0
M,37,9127,20150803,70000.0
M,82,9128,20160421,74000.0
M,51,9129,20180719,89000.0
M,48,9130,20180602,47000.0
M,49,9131,20140731,51000.0
M,81,9132,20170920,115000.0
M,75,9133,20180410,76000.0
,118,9134,20171225,
F,52,9135,20171001,76000.0
M,34,9136,20171115,35000.0
M,56,9137,20161218,87000.0
,118,9138,20170901,
F,84,9139,20160828,73000.0
M,26,9140,20170213,38000.0
F,67,9141,20131023,43000.0
M,41,9142,20180401,70000.0
F,58,9143,20170412,39000.0
M,53,9144,20171125,92000.0
M,37,9145,20161024,75000.0
M,46,9146,20171012,37000.0
M,49,9147,20180112,93000.0
M,37,9148,20171116,56000.0
,118,9149,20170523,
M,84,9150,20180718,109000.0
M,21,9151,20171020,41000.0
M,79,9152,20180425,55000.0
F,71,9153,20170905,90000.0
M,27,9154,20171115,42000.0
F,49,9155,20171127,73000.0
M,47,9156,20170715,56000.0
M,28,9157,20180506,62000.0
F,43,9158,20160503,68000.0
M,18,9159,20171202,54000.0
F,74,9160,20170517,35000.0
M,67,9161,20160918,94000.0
F,56,9162,20160214,63000.0
M,39,9163,20151005,61000.0
F,45,9164,20171209,60000.0
F,52,9165,20171217,65000.0
F,65,9166,20160325,51000.0
M,79,9167,20170927,56000.0
F,42,9168,20140324,65000.0
F,57,9169,20170928,95000.0
M,30,9170,20140820,49000.0
M,69,9171,20180506,103000.0
M,63,9172,20180302,95000.0
F,49,9173,20160311,73000.0
M,30,9174,20130926,50000.0
M,57,9175,20151205,73000.0
M,33,9176,20171104,38000.0
F,82,9177,20170516,40000.0
F,83,9178,20161007,69000.0
M,68,9179,20160608,39000.0
F,52,9180,20180117,70000.0
M,19,9181,20180707,30000.0
F,30,9182,20170130,40000.0
M,81,9183,20150414,60000.0
,118,9184,20160219,
F,55,9185,20170801,67000.0
M,47,9186,20171220,62000.0
O,28,9187,20170925,33000.0
M,45,9188,20180618,40000.0
M,60,9189,20151114,118000.0
,118,9190,20171228,
F,68,9191,20171007,51000.0
M,67,9192,20171027,53000.0
,118,9193,20151127,
F,49,9194,20171106,78000.0
M,77,9195,20160809,111000.0
,118,9196,20150622,
,118,9197,20180122,
M,77,9198,20160519,80000.0
M,53,9199,20150815,116000.0
F,82,9200,20151107,81000.0
M,56,9201,20180301,75000.0
F,85,9202,20171111,115000.0
M,62,9203,20161003,102000.0
M,64,9204,20180629,98000.0
,118,9205,20161222,
M,48,9206,20171113,100000.0
,118,9207,20170828,
F,60,9208,20150824,74000.0
O,53,9209,20180713,67000.0
M,43,9210,20180711,77000.0
F,74,9211,20171008,117000.0
M,53,9212,20180131,94000.0
M,48,9213,20180621,66000.0
F,51,9214,20140319,62000.0
M,34,9215,20180131,68000.0
F,72,9216,20160917,37000.0
F,44,9217,20170624,51000.0
M,25,9218,20161105,30000.0
M,80,9219,20180516,72000.0
F,59,9220,20170120,92000.0
,118,9221,20161019,
M,32,9222,20171218,43000.0
M,56,9223,20171007,64000.0
O,66,9224,20160214,50000.0
F,28,9225,20170824,75000.0
F,61,9226,20160704,59000.0
F,29,9227,20160726,32000.0
M,29,9228,20180417,40000.0
M,36,9229,20171224,45000.0
F,69,9230,20171220,79000.0
M,41,9231,20160610,61000.0
M,58,9232,20180415,64000.0
,118,9233,20170529,
F,65,9234,20170204,51000.0
M,70,9235,20180619,56000.0
M,68,9236,20160416,68000.0
F,57,9237,20180331,35000.0
M,54,9238,20180607,57000.0
F,65,9239,20160610,95000.0
M,75,9240,20171024,56000.0
M,66,9241,20160117,62000.0
,118,9242,20170914,
F,48,9243,20171219,100000.0
F,62,9244,20151125,92000.0
M,28,9245,20150727,60000.0
F,47,9246,20180605,39000.0
F,77,9247,20170908,44000.0
M,25,9248,20170822,33000.0
M,64,9249,20180430,69000.0
F,80,9250,20160717,88000.0
M,34,9251,20171212,34000.0
M,59,9252,20140819,36000.0
M,20,9253,20180420,44000.0
M,47,9254,20150822,66000.0
M,42,9255,20140404,93000.0
,118,9256,20180514,
M,89,9257,20150113,74000.0
,118,9258,20180114,
M,43,9259,20180516,89000.0
M,29,9260,20180125,60000.0
F,61,9261,20161025,64000.0
F,63,9262,20160420,67000.0
M,28,9263,20180626,33000.0
F,53,9264,20170218,100000.0
M,38,9265,20151204,45000.0
M,42,9266,20141210,60000.0
F,60,9267,20170903,62000.0
M,33,9268,20171103,58000.0
M,30,9269,20160824,59000.0
M,37,9270,20160104,51000.0
M,34,9271,20141021,71000.0
,118,9272,20170603,
,118,9273,20151004,
F,40,9274,20131008,56000.0
M,83,9275,20160608,66000.0
M,51,9276,20170416,96000.0
M,31,9277,20180515,56000.0
M,36,9278,20180128,63000.0
F,67,9279,20160820,52000.0
F,46,9280,20150506,75000.0
M,51,9281,20150816,64000.0
F,52,9282,20160216,80000.0
M,70,9283,20180507,45000.0
M,75,9284,20161125,97000.0
O,43,9285,20170718,70000.0
F,34,9286,20160907,35000.0
F,38,9287,20171116,58000.0
M,44,9288,20151205,62000.0
M,70,9289,20180529,55000.0
M,45,9290,20170709,65000.0
M,56,9291,20170815,72000.0
F,59,9292,20160209,88000.0
F,28,9293,20171212,58000.0
M,76,9294,20180617,68000.0
M,66,9295,20180115,58000.0
F,42,9296,20160709,35000.0
,118,9297,20170815,
M,41,9298,20180108,41000.0
M,30,9299,20130926,33000.0
M,24,9300,20171215,62000.0
M,60,9301,20170921,40000.0
F,52,9302,20160727,50000.0
M,83,9303,20180502,81000.0
M,58,9304,20180612,85000.0
M,48,9305,20170222,75000.0
,118,9306,20161219,
F,58,9307,20180630,102000.0
M,55,9308,20141213,52000.0
F,81,9309,20180504,65000.0
,118,9310,20180221,
F,59,9311,20170912,98000.0
M,61,9312,20140525,57000.0
M,48,9313,20160729,59000.0
M,19,9314,20150312,59000.0
M,56,9315,20150926,97000.0
M,67,9316,20180222,82000.0
M,62,9317,20140419,78000.0
F,77,9318,20160414,117000.0
,118,9319,20180420,
M,74,9320,20160926,112000.0
F,84,9321,20160520,83000.0
,118,9322,20160712,
M,86,9323,20171008,90000.0
M,47,9324,20180501,50000.0
F,76,9325,20161027,66000.0
M,79,9326,20170802,54000.0
,118,9327,20180308,
,118,9328,20171124,
M,65,9329,20170220,59000.0
M,31,9330,20180120,69000.0
,118,9331,20170318,
M,72,9332,20180614,54000.0
M,19,9333,20170925,70000.0
F,87,9334,20140625,37000.0
M,32,9335,20180411,63000.0
M,44,9336,20170921,46000.0
F,40,9337,20180211,75000.0
F,51,9338,20171125,41000.0
M,26,9339,20150106,50000.0
M,47,9340,20170729,40000.0
M,51,9341,20171021,69000.0
M,77,9342,20170127,103000.0
M,31,9343,20171031,72000.0
M,36,9344,20160307,72000.0
F,70,9345,20161022,100000.0
M,54,9346,20180408,40000.0
M,18,9347,20160711,41000.0
O,22,9348,20170528,64000.0
F,72,9349,20170728,75000.0
,118,9350,20171006,
F,80,9351,20171212,82000.0
M,47,9352,20180201,63000.0
F,59,9353,20180619,56000.0
M,60,9354,20171105,66000.0
M,61,9355,20140928,98000.0
M,27,9356,20171006,69000.0
F,60,9357,20161214,88000.0
F,69,9358,20171002,105000.0
M,62,9359,20171202,32000.0
M,29,9360,20170225,57000.0
M,84,9361,20180612,32000.0
M,65,9362,20161108,40000.0
M,39,9363,20170724,71000.0
M,24,9364,20170524,65000.0
F,62,9365,20160413,84000.0
F,59,9366,20170905,57000.0
M,47,9367,20180418,46000.0
F,43,9368,20150814,68000.0
M,83,9369,20171205,71000.0
F,49,9370,20180602,94000.0
F,79,9371,20171211,70000.0
F,58,9372,20151005,32000.0
F,87,9373,20160702,46000.0
M,67,9374,20160609,89000.0
M,29,9375,20171030,72000.0
F,40,9376,20160305,78000.0
F,59,9377,20160605,49000.0
M,55,9378,20180310,74000.0
F,51,9379,20171010,97000.0
,118,9380,20160429,
F,71,9381,20160714,86000.0
M,61,9382,20130825,33000.0
,118,9383,20180714,
,118,9384,20151209,
M,21,9385,20170918,46000.0
F,41,9386,20180129,38000.0
F,50,9387,20180312,91000.0
F,30,9388,20160509,54000.0
F,57,9389,20160524,74000.0
M,48,9390,20140216,42000.0
F,60,9391,20160506,93000.0
M,76,9392,20170222,64000.0
F,63,9393,20180219,93000.0
F,64,9394,20160925,75000.0
,118,9395,20180426,
M,31,9396,20180114,45000.0
F,65,9397,20170911,83000.0
M,30,9398,20180601,67000.0
F,51,9399,20180126,51000.0
M,77,9400,20171002,75000.0
M,56,9401,20150727,82000.0
F,49,9402,20170125,44000.0
F,40,9403,20160731,58000.0
F,62,9404,20170802,120000.0
M,64,9405,20171121,79000.0
,118,9406,20140722,
F,76,9407,20161105,71000.0
,118,9408,20180118,
F,79,9409,20180207,67000.0
F,21,9410,20151115,66000.0
F,80,9411,20170301,116000.0
M,41,9412,20161125,58000.0
M,22,9413,20170923,48000.0
F,65,9414,20170929,84000.0
,118,9415,20170702,
F,68,9416,20150926,119000.0
F,19,9417,20180725,44000.0
M,22,9418,20170914,35000.0
F,76,9419,20161122,32000.0
F,57,9420,20180124,96000.0
F,60,9421,20161110,83000.0
F,90,9422,20170811,66000.0
M,27,9423,20180222,57000.0
F,81,9424,20160203,75000.0
M,55,9425,20171226,61000.0
,118,9426,20171228,
F,25,9427,20140717,53000.0
F,75,9428,20161220,56000.0
M,80,9429,20180408,96000.0
M,34,9430,20171218,42000.0
M,77,9431,20171212,49000.0
F,43,9432,20150904,60000.0
M,41,9433,20160528,49000.0
F,74,9434,20151212,92000.0
M,71,9435,20170629,57000.0
M,22,9436,20160914,36000.0
M,63,9437,20180411,43000.0
F,80,9438,20180519,71000.0
F,60,9439,20160220,57000.0
M,42,9440,20170927,58000.0
F,58,9441,20171127,68000.0
M,70,9442,20180414,82000.0
M,30,9443,20140706,43000.0
F,59,9444,20161106,98000.0
,118,9445,20180516,
M,47,9446,20180111,74000.0
M,39,9447,20170818,65000.0
F,51,9448,20161219,84000.0
,118,9449,20161031,
F,41,9450,20180623,57000.0
M,58,9451,20180531,66000.0
M,53,9452,20170916,33000.0
M,53,9453,20171013,34000.0
M,45,9454,20150819,90000.0
F,77,9455,20170120,37000.0
M,50,9456,20151030,92000.0
F,55,9457,20161129,55000.0
,118,9458,20161013,
M,39,9459,20171208,50000.0
M,38,9460,20180613,75000.0
,118,9461,20170804,
M,79,9462,20131206,58000.0
,118,9463,20170626,
M,55,9464,20170901,105000.0
M,24,9465,20171227,50000.0
M,22,9466,20180124,42000.0
M,50,9467,20160703,72000.0
M,61,9468,20170303,77000.0
M,64,9469,20151108,72000.0
,118,9470,20150901,
M,90,9471,20180530,57000.0
M,49,9472,20180131,51000.0
F,34,9473,20170922,56000.0
F,93,9474,20160609,74000.0
M,70,9475,20160919,46000.0
M,51,9476,20180102,78000.0
M,54,9477,20160508,89000.0
M,61,9478,20150806,71000.0
F,53,9479,20161130,110000.0
F,76,9480,20150806,114000.0
F,60,9481,20160213,97000.0
M,49,9482,20171117,79000.0
F,88,9483,20170821,63000.0
M,46,9484,20170425,34000.0
,118,9485,20171008,
M,49,9486,20140320,70000.0
M,26,9487,20170907,72000.0
M,39,9488,20161007,59000.0
F,56,9489,20171120,92000.0
F,54,9490,20170513,73000.0
O,40,9491,20170730,88000.0
M,79,9492,20150906,114000.0
F,72,9493,20170922,109000.0
F,70,9494,20161221,59000.0
M,52,9495,20171007,59000.0
M,54,9496,20180119,61000.0
,118,9497,20160125,
F,84,9498,20170425,61000.0
F,46,9499,20170702,65000.0
M,71,9500,20170331,52000.0
F,49,9501,20161006,56000.0
,118,9502,20180405,
F,64,9503,20171027,55000.0
F,21,9504,20180618,59000.0
F,78,9505,20171223,82000.0
M,58,9506,20160307,87000.0
,118,9507,20180507,
M,72,9508,20131119,58000.0
M,42,9509,20161009,67000.0
F,38,9510,20180128,49000.0
F,27,9511,20180411,70000.0
M,53,9512,20171006,57000.0
F,71,9513,20160702,81000.0
M,41,9514,20180207,73000.0
M,51,9515,20161114,63000.0
F,41,9516,20171112,91000.0
M,53,9517,20180207,105000.0
F,80,9518,20180619,53000.0
M,46,9519,20150804,66000.0
M,66,9520,20161022,43000.0
F,39,9521,20171006,73000.0
M,71,9522,20171102,48000.0
F,92,9523,20180716,78000.0
,118,9524,20180625,
F,20,9525,20171225,74000.0
M,58,9526,20160912,118000.0
M,58,9527,20170831,74000.0
M,24,9528,20180319,59000.0
F,53,9529,20180430,70000.0
M,65,9530,20151202,65000.0
F,70,9531,20170920,85000.0
F,59,9532,20180501,81000.0
M,35,9533,20160719,65000.0
F,78,9534,20180112,84000.0
F,70,9535,20150819,35000.0
M,39,9536,20170808,57000.0
M,26,9537,20170725,33000.0
,118,9538,20170419,
F,57,9539,20180520,87000.0
M,90,9540,20171129,34000.0
M,27,9541,20180703,41000.0
F,92,9542,20160312,65000.0
M,47,9543,20170821,74000.0
M,65,9544,20170602,67000.0
F,29,9545,20150808,45000.0
M,44,9546,20171025,69000.0
M,56,9547,20171020,111000.0
M,58,9548,20171015,41000.0
M,58,9549,20170908,46000.0
M,41,9550,20180205,55000.0
,118,9551,20171204,
,118,9552,20170323,
M,71,9553,20180301,43000.0
F,69,9554,20151009,61000.0
F,59,9555,20160129,80000.0
F,76,9556,20171028,103000.0
M,48,9557,20180511,52000.0
F,54,9558,20170928,93000.0
,118,9559,20180626,
,118,9560,20160214,
M,41,9561,20180123,72000.0
M,54,9562,20170728,45000.0
M,50,9563,20140919,84000.0
F,65,9564,20160117,43000.0
F,64,9565,20160621,95000.0
M,52,9566,20140709,67000.0
M,47,9567,20170108,51000.0
M,62,9568,20180125,65000.0
F,63,9569,20160216,83000.0
F,48,9570,20160209,42000.0
F,63,9571,20170429,115000.0
,118,9572,20150908,
F,48,9573,20160402,38000.0
F,69,9574,20171022,66000.0
,118,9575,20180115,
,118,9576,20161223,
,118,9577,20171222,
,118,9578,20161118,
M,42,9579,20171210,68000.0
M,25,9580,20171119,35000.0
F,68,9581,20180618,95000.0
,118,9582,20160119,
M,65,9583,20180502,60000.0
M,45,9584,20180301,36000.0
F,82,9585,20180710,74000.0
,118,9586,20150711,
M,85,9587,20160625,60000.0
,118,9588,20180606,
M,83,9589,20180104,70000.0
F,76,9590,20180218,38000.0
F,52,9591,20170123,33000.0
M,67,9592,20180120,52000.0
M,51,9593,20180305,74000.0
F,69,9594,20151202,56000.0
M,50,9595,20180719,51000.0
F,42,9596,20180203,46000.0
M,60,9597,20171205,97000.0
M,61,9598,20151029,64000.0
,118,9599,20160107,
F,75,9600,20180106,57000.0
F,31,9601,20180405,71000.0
M,26,9602,20180721,42000.0
F,50,9603,20171123,63000.0
M,53,9604,20170403,53000.0
F,62,9605,20160531,77000.0
F,59,9606,20150829,55000.0
M,31,9607,20180601,53000.0
M,45,9608,20180505,52000.0
F,86,9609,20171105,70000.0
F,29,9610,20180620,53000.0
M,43,9611,20170813,43000.0
M,69,9612,20160930,51000.0
M,52,9613,20170816,41000.0
F,52,9614,20160529,51000.0
M,56,9615,20180707,41000.0
M,56,9616,20180714,33000.0
M,68,9617,20170603,119000.0
M,69,9618,20170324,46000.0
M,61,9619,20180612,94000.0
F,71,9620,20180211,63000.0
M,78,9621,20180319,52000.0
F,22,9622,20171116,72000.0
,118,9623,20170627,
M,65,9624,20151016,33000.0
,118,9625,20180108,
F,60,9626,20160726,80000.0
M,59,9627,20180111,71000.0
F,55,9628,20160722,109000.0
M,64,9629,20171118,67000.0
M,63,9630,20170917,53000.0
M,46,9631,20160914,72000.0
F,52,9632,20160408,85000.0
M,59,9633,20170604,70000.0
F,50,9634,20141112,87000.0
M,70,9635,20160320,64000.0
F,61,9636,20170926,61000.0
F,55,9637,20180419,82000.0
F,75,9638,20171206,78000.0
,118,9639,20171022,
,118,9640,20170816,
F,50,9641,20170328,62000.0
M,20,9642,20160102,43000.0
M,62,9643,20160802,94000.0
M,65,9644,20171217,88000.0
M,51,9645,20171111,80000.0
F,67,9646,20171211,76000.0
,118,9647,20171127,
M,67,9648,20160722,38000.0
F,27,9649,20171117,73000.0
F,61,9650,20151226,77000.0
M,30,9651,20130824,48000.0
F,67,9652,20170524,66000.0
M,54,9653,20170702,90000.0
M,29,9654,20160921,54000.0
F,54,9655,20151208,91000.0
F,33,9656,20170525,52000.0
M,40,9657,20161009,34000.0
F,68,9658,20161129,87000.0
M,40,9659,20150528,33000.0
F,76,9660,20170808,68000.0
F,47,9661,20140913,88000.0
,118,9662,20180213,
F,64,9663,20180414,85000.0
F,51,9664,20171026,61000.0
,118,9665,20161216,
F,65,9666,20171113,73000.0
M,37,9667,20160419,86000.0
M,53,9668,20160817,89000.0
M,48,9669,20171201,98000.0
F,66,9670,20170625,90000.0
M,72,9671,20180118,73000.0
M,71,9672,20160815,78000.0
O,64,9673,20171209,65000.0
,118,9674,20160321,
M,55,9675,20171011,70000.0
F,21,9676,20160905,69000.0
M,40,9677,20180629,32000.0
M,72,9678,20130906,31000.0
M,58,9679,20151218,93000.0
M,24,9680,20161120,73000.0
F,56,9681,20160407,110000.0
M,59,9682,20160524,85000.0
M,60,9683,20170815,86000.0
F,65,9684,20160127,68000.0
M,74,9685,20170217,85000.0
M,46,9686,20130912,39000.0
F,52,9687,20171106,92000.0
M,74,9688,20180322,35000.0
M,46,9689,20180315,38000.0
M,33,9690,20150428,63000.0
F,80,9691,20160912,38000.0
M,49,9692,20170909,47000.0
F,41,9693,20171222,67000.0
,118,9694,20160222,
,118,9695,20160926,
M,67,9696,20160601,108000.0
M,74,9697,20161220,70000.0
F,88,9698,20170516,50000.0
M,50,9699,20141119,61000.0
,118,9700,20180206,
,118,9701,20151014,
F,47,9702,20151211,55000.0
,118,9703,20160603,
M,66,9704,20160218,40000.0
M,20,9705,20170901,35000.0
M,80,9706,20131029,42000.0
,118,9707,20160331,
M,58,9708,20180311,77000.0
M,48,9709,20171005,91000.0
M,36,9710,20141108,32000.0
F,60,9711,20150822,108000.0
M,77,9712,20170822,75000.0
F,76,9713,20170929,55000.0
M,27,9714,20170519,34000.0
M,26,9715,20180222,61000.0
,118,9716,20170209,
M,28,9717,20171022,36000.0
M,53,9718,20141215,57000.0
F,57,9719,20170426,85000.0
,118,9720,20171213,
M,63,9721,20171001,34000.0
O,53,9722,20170828,68000.0
M,65,9723,20171207,58000.0
M,33,9724,20160821,49000.0
F,72,9725,20171011,61000.0
,118,9726,20160813,
M,18,9727,20171025,51000.0
M,49,9728,20170829,53000.0
F,42,9729,20170731,46000.0
F,50,9730,20160326,78000.0
M,51,9731,20170304,59000.0
M,19,9732,20140819,39000.0
F,46,9733,20140827,96000.0
M,33,9734,20171230,57000.0
M,48,9735,20140522,42000.0
,118,9736,20171209,
F,57,9737,20170804,95000.0
M,66,9738,20170305,68000.0
M,60,9739,20170727,63000.0
M,40,9740,20160210,45000.0
F,82,9741,20180619,80000.0
M,72,9742,20160909,80000.0
M,46,9743,20161104,32000.0
M,76,9744,20170823,86000.0
F,52,9745,20150604,93000.0
F,53,9746,20170919,77000.0
M,46,9747,20150110,98000.0
M,62,9748,20160320,73000.0
F,38,9749,20161113,66000.0
M,49,9750,20180705,38000.0
M,55,9751,20180302,56000.0
F,48,9752,20160613,87000.0
M,33,9753,20150502,70000.0
M,60,9754,20180122,63000.0
M,24,9755,20180102,57000.0
F,34,9756,20170228,64000.0
F,61,9757,20161026,51000.0
,118,9758,20170825,
F,30,9759,20170915,58000.0
,118,9760,20160721,
,118,9761,20170425,
M,69,9762,20160427,108000.0
M,80,9763,20170225,98000.0
F,75,9764,20160628,49000.0
M,63,9765,20180118,30000.0
F,58,9766,20170409,74000.0
,118,9767,20160829,
F,50,9768,20161126,83000.0
M,38,9769,20180321,37000.0
F,62,9770,20171113,51000.0
M,54,9771,20171230,60000.0
F,65,9772,20171225,64000.0
M,68,9773,20180211,41000.0
F,45,9774,20150805,73000.0
F,81,9775,20160519,84000.0
M,26,9776,20180202,34000.0
F,66,9777,20141126,56000.0
M,58,9778,20160316,79000.0
M,52,9779,20171020,47000.0
F,49,9780,20171210,85000.0
F,25,9781,20141123,32000.0
M,75,9782,20170923,85000.0
M,32,9783,20180220,71000.0
M,61,9784,20160805,57000.0
M,47,9785,20180720,69000.0
F,24,9786,20151010,40000.0
M,72,9787,20161103,94000.0
M,55,9788,20170901,76000.0
M,61,9789,20180414,67000.0
F,26,9790,20180107,74000.0
,118,9791,20170410,
F,69,9792,20180426,109000.0
F,58,9793,20150816,79000.0
F,55,9794,20160107,88000.0
F,65,9795,20161230,82000.0
M,76,9796,20150308,54000.0
F,29,9797,20180312,64000.0
M,24,9798,20171217,38000.0
M,67,9799,20171007,118000.0
M,49,9800,20150623,98000.0
,118,9801,20150926,
M,94,9802,20170819,74000.0
F,85,9803,20180127,34000.0
F,53,9804,20180501,34000.0
,118,9805,20171226,
F,24,9806,20180315,50000.0
F,70,9807,20180509,118000.0
F,49,9808,20170930,56000.0
,118,9809,20161225,
F,60,9810,20171206,50000.0
M,37,9811,20171106,70000.0
F,81,9812,20151009,36000.0
F,51,9813,20160322,99000.0
F,72,9814,20161204,54000.0
,118,9815,20180107,
F,58,9816,20160817,47000.0
F,49,9817,20160416,96000.0
F,63,9818,20180531,107000.0
,118,9819,20180328,
M,54,9820,20170910,53000.0
,118,9821,20180522,
M,53,9822,20170728,57000.0
M,29,9823,20130916,59000.0
M,70,9824,20160207,116000.0
F,28,9825,20170910,45000.0
M,35,9826,20180313,38000.0
,118,9827,20160613,
M,62,9828,20171227,72000.0
F,83,9829,20161114,37000.0
M,34,9830,20160229,73000.0
M,21,9831,20161125,72000.0
F,52,9832,20170312,73000.0
F,40,9833,20180603,52000.0
F,65,9834,20170930,78000.0
,118,9835,20171025,
,118,9836,20171225,
F,78,9837,20161209,89000.0
M,53,9838,20151223,64000.0
F,38,9839,20170423,77000.0
,118,9840,20180104,
,118,9841,20171106,
,118,9842,20170819,
M,35,9843,20160704,45000.0
M,75,9844,20170822,87000.0
M,36,9845,20180615,64000.0
O,20,9846,20180202,67000.0
F,63,9847,20161020,104000.0
M,65,9848,20160828,77000.0
F,51,9849,20171231,84000.0
M,94,9850,20160608,75000.0
M,24,9851,20180320,65000.0
M,70,9852,20160824,119000.0
M,39,9853,20160302,94000.0
F,48,9854,20131016,55000.0
M,37,9855,20170714,36000.0
F,74,9856,20180605,115000.0
M,36,9857,20160609,41000.0
M,52,9858,20140930,35000.0
M,57,9859,20180331,72000.0
F,24,9860,20180704,39000.0
F,47,9861,20171221,65000.0
M,55,9862,20170727,80000.0
M,43,9863,20161227,67000.0
M,84,9864,20150502,66000.0
M,72,9865,20150321,55000.0
F,53,9866,20150823,75000.0
M,61,9867,20180103,41000.0
F,61,9868,20180506,82000.0
F,78,9869,20170928,93000.0
F,49,9870,20180718,81000.0
F,60,9871,20180629,36000.0
,118,9872,20160921,
M,56,9873,20160405,49000.0
,118,9874,20170913,
F,54,9875,20170808,64000.0
F,61,9876,20160324,115000.0
,118,9877,20180715,
F,52,9878,20171029,70000.0
F,68,9879,20150307,58000.0
M,73,9880,20131113,54000.0
M,22,9881,20180102,40000.0
,118,9882,20170204,
F,22,9883,20171007,40000.0
F,55,9884,20171116,32000.0
M,27,9885,20171026,44000.0
M,54,9886,20180127,94000.0
F,61,9887,20160731,33000.0
M,80,9888,20180602,35000.0
M,47,9889,20170807,34000.0
F,67,9890,20180320,60000.0
F,62,9891,20160703,62000.0
F,60,9892,20140708,46000.0
,118,9893,20160816,
M,45,9894,20170101,55000.0
M,38,9895,20180605,46000.0
M,20,9896,20180612,32000.0
M,43,9897,20171007,72000.0
M,45,9898,20180406,35000.0
,118,9899,20160420,
M,19,9900,20180309,67000.0
F,72,9901,20150730,60000.0
F,58,9902,20171207,119000.0
M,47,9903,20160809,39000.0
M,60,9904,20150208,45000.0
M,31,9905,20161110,46000.0
M,66,9906,20160704,73000.0
F,25,9907,20170923,63000.0
M,71,9908,20170127,90000.0
M,32,9909,20170915,33000.0
,118,9910,20171208,
M,59,9911,20140426,40000.0
M,53,9912,20170203,38000.0
F,73,9913,20161219,108000.0
F,49,9914,20171128,60000.0
M,56,9915,20180213,84000.0
F,46,9916,20171029,51000.0
F,44,9917,20160303,70000.0
F,51,9918,20180529,60000.0
F,71,9919,20170820,72000.0
F,38,9920,20160313,87000.0
F,86,9921,20160330,55000.0
M,50,9922,20171003,42000.0
F,33,9923,20160710,74000.0
M,55,9924,20140816,37000.0
,118,9925,20180414,
M,46,9926,20151122,46000.0
M,30,9927,20180124,74000.0
F,93,9928,20170220,115000.0
,118,9929,20180418,
F,49,9930,20150807,72000.0
F,58,9931,20170627,105000.0
M,58,9932,20150919,84000.0
M,45,9933,20171007,63000.0
M,20,9934,20180311,70000.0
,118,9935,20170929,
M,27,9936,20150815,50000.0
,118,9937,20170907,
M,41,9938,20151121,64000.0
F,48,9939,20171025,34000.0
F,71,9940,20180722,63000.0
O,51,9941,20170519,69000.0
F,37,9942,20171024,59000.0
M,38,9943,20180629,41000.0
,118,9944,20150813,
M,50,9945,20180401,70000.0
,118,9946,20160129,
M,65,9947,20160811,59000.0
M,78,9948,20170907,79000.0
F,53,9949,20170220,73000.0
M,21,9950,20180215,45000.0
,118,9951,20170907,
F,39,9952,20180110,51000.0
O,24,9953,20180410,36000.0
M,48,9954,20171203,45000.0
F,41,9955,20160424,94000.0
M,36,9956,20180228,34000.0
